parent1SHA;parent1BuildId;parent1BuildStatus;parent2SHA;parent2BuildId;parent2BuildStatus;mergeCommitSHA;mergeCommitBuildId;mergeCommitBuildStatus;repMergeCommitSHA;repMergeCommitBuildId;repMergeCommitBuildStatus
a0efae167;3;errored;98f85a0a7;unknown;unknown;7b9004b70938d8b4908e1e93a9605cdc340a7e58;2;errored;unknown;unknown;unknown
cedd7409c;5;errored;fb655ab7a;unknown;unknown;0545e6348b83dc366345098316c7bc0f30ec0008;4;errored;unknown;unknown;unknown
e64fb05e9;7;errored;90d1ab53f;unknown;unknown;6f885569b5b83a37ab9d6966e28a13865f9aa0dd;6;errored;unknown;unknown;unknown
a229ff407;9;errored;cee0858c3;unknown;unknown;6108c88ea17f86eae60c389cef33c85646fda5d2;8;errored;unknown;unknown;unknown
8db925023;11;errored;be6ff3b9e;unknown;unknown;343ba8455d29e154d609053f57dc34dc365680fb;10;errored;unknown;unknown;unknown
4f0efc32d;13;errored;2789ca02a;unknown;unknown;b651be105a6a185155bc4b4ee9103daf6a7f7512;12;errored;unknown;unknown;unknown
114050a42;15;errored;914195ddf;unknown;unknown;5b05cc51413a37b064ca40cb4d2fdc02716529b2;14;errored;unknown;unknown;unknown
